count,mean_last_step_mae_ratio,mean_mae_ratio,mean_model_mae,mean_model_rmse,mean_naive_mae,mean_naive_rmse,mean_nonreversal_mae_ratio,mean_reversal_mae_ratio,mean_rmse_ratio,mode,model_family,tag
8,,0.8124296752067609,0.009665061719715595,0.021922194383923344,0.011886089108884335,0.024205868290017023,0.8124193216736126,0.8154829174860011,0.8810146567360411,next_frame,predrnn,image_only_delta
8,11.81710109859705,1.7292983148474115,0.5832091122865677,1.1697236664675206,0.338276993483305,0.7837537812719471,1.731047754319132,1.3711234695352523,1.4925899851287232,rollout,predrnn,image_only_delta
8,,0.8626843504215609,0.010270655737258494,0.02247175500276475,0.011886089108884335,0.024205868290017023,0.862678716703051,0.8652814272537768,0.9105499153129786,next_frame,predrnn,image_only_direct
8,85.4417736530304,8.88348454619788,2.9796727001667023,3.5803194011752653,0.338276993483305,0.7837537812719471,8.907987113318868,3.835547430758405,4.5735015221694,rollout,predrnn,image_only_direct
8,,0.8044677890699272,0.009570907626766711,0.0210041077561239,0.011886089108884335,0.024205868290017023,0.8043592172971891,0.8310063859153238,0.8506046829299505,next_frame,predrnn,multichannel_delta
8,196.9957036972046,8.779727986681102,3.000085197389126,8.614696141896012,0.338276993483305,0.7837537812719471,8.808939734141784,2.6465512418685075,11.077008816519996,rollout,predrnn,multichannel_delta
8,,0.8435410233317404,0.010040791123174131,0.0215711560603146,0.011886089108884335,0.024205868290017023,0.8434514017564144,0.8657961715969558,0.8784253832115623,next_frame,predrnn,multichannel_direct
8,8.284758975729346,5.63870850167736,1.8931754529476166,2.590612711540718,0.338276993483305,0.7837537812719471,5.64937561896891,3.438717359785751,3.308295881141607,rollout,predrnn,multichannel_direct
8,,0.9969477606703844,0.009668552316725254,0.012489364576574524,0.009699796908535063,0.01253206421559423,0.9969477606703844,,0.9967576608135262,next_frame,predrnn,smoke_image_only_delta
8,1.1379350274801254,1.0535825901974665,0.011510948301292956,0.014981099635673503,0.011022972175851464,0.014344929536319988,1.0535825901974665,,1.0536557682551992,rollout,predrnn,smoke_image_only_delta
8,,0.7967478237693363,0.009480832493864,0.021670037298183353,0.011886089108884335,0.024205868290017023,0.7966961891553915,0.8099371163314488,0.8659440195023982,next_frame,predrnnpp,image_only_delta
8,759.0779390335083,42.32503217642207,14.514266297221184,22.11609787068295,0.338276993483305,0.7837537812719471,42.45187311683341,16.052151363487837,27.994611372561057,rollout,predrnnpp,image_only_delta
8,,2.9762181588227996,0.033977540326304734,0.05980884674680779,0.011886089108884335,0.024205868290017023,2.9706525539727933,4.353675982479744,2.306696212327033,next_frame,predrnnpp,image_only_direct
8,8.61066822707653,1.6125068951043002,0.5326364152133465,1.0217559998125085,0.338276993483305,0.7837537812719471,1.6143414735568995,1.2319824739385248,1.3106925562611362,rollout,predrnnpp,image_only_direct
8,,0.8004802182499327,0.00952318322379142,0.0217532197311897,0.011886089108884335,0.024205868290017023,0.8002288170306182,0.861035548341291,0.870892516145439,next_frame,predrnnpp,multichannel_delta
8,53.861202865839005,3.6215538502624605,1.2240314111113548,3.433186785672154,0.338276993483305,0.7837537812719471,3.6327149325199537,1.307514680363774,4.336188792365164,rollout,predrnnpp,multichannel_delta
8,,1.1228125857640507,0.013458731235004961,0.02992425152758779,0.011886089108884335,0.024205868290017023,1.1206719339965099,1.647511678979928,1.2270339156483945,next_frame,predrnnpp,multichannel_direct
8,17.416092738509178,2.211561009336375,0.7427284568548203,1.2699411317320286,0.338276993483305,0.7837537812719471,2.2145408939909346,1.6003333535744542,1.6229895418978901,rollout,predrnnpp,multichannel_direct
8,,1.0074965151299424,0.009768434218131006,0.012611331528487871,0.009699796908535063,0.01253206421559423,1.0074965151299424,,1.0067720396060338,next_frame,predrnnpp,smoke_image_only_delta
8,2.4551856070756912,1.6021141100062781,0.01758429780602455,0.023098838482960404,0.011022972175851464,0.014344929536319988,1.6021141100062781,,1.6271054137022074,rollout,predrnnpp,smoke_image_only_delta
8,,0.8272052466993709,0.009846951114013791,0.022355976405343855,0.011886089108884335,0.024205868290017023,0.8271810971315915,0.833689416022653,0.8984570033845091,next_frame,residual_cnn,image_only_delta
8,3.2378114270930194e+20,9.7348930338012e+17,3.4280663407847014e+17,inf,0.338276993483305,0.7837537812719471,9.780745882980987e+17,16834.873074306444,inf,rollout,residual_cnn,image_only_delta
