tag,stem,mode,bucket,n_steps,bright_threshold,calibration_start,calibration_stop,target_step_source,pixel_mae_ratio,corr_mean,slope_mean,corr_naive_mean,corr_p95,slope_p95,corr_naive_p95,corr_bright_frac90,slope_bright_frac90,corr_naive_bright_frac90
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle1,rollout_anchored,32-128,96,3.748046875,2463,2467,frame_times,1.8130486011505127,0.061655623042256,0.010291506497629681,nan,0.20753290270246094,0.08499640062998685,nan,0.07201584187063595,0.018290036826178645,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle1,rollout_anchored,128-256,128,3.748046875,2463,2467,frame_times,3.3050432205200195,-0.8755470848997274,-0.2773857374527186,nan,-0.7438300578986833,-0.35774953883366795,nan,-0.7618920739326516,-0.26188052871958867,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle1,rollout_anchored,256-512,256,3.748046875,2463,2467,frame_times,2.5680887699127197,0.8515374847914553,4.633655853286459,nan,-0.9961787942330148,-1.3020127893792024,nan,-0.9854492097703763,-0.8485862581275867,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,0-32,32,3.845703125,2463,2467,frame_times,0.8859151601791382,0.866309302915813,6.124450121936115,nan,0.41808931234956215,3.434546242388819,nan,0.17407769904989998,0.31600294985247523,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,32-128,96,3.845703125,2463,2467,frame_times,1.0133649110794067,0.607921244248388,0.7055119577280963,nan,-0.6118237200515516,-3.9382523006074734,nan,-0.34922030975592316,-0.38292665704052226,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,128-256,128,3.845703125,2463,2467,frame_times,1.3379026651382446,-0.9357392547890944,-2.3057033150605903,nan,-0.17312818707916505,-1.9212471985468007,nan,-0.5977829779276155,-0.8087638379111456,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,256-512,256,3.845703125,2463,2467,frame_times,1.209654688835144,-0.9707310695607156,-15.571410930904744,nan,-0.4486038723910666,-1.6368634553115253,nan,-0.25142726230825346,-0.28365624863786676,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,0-32,32,4.44140625,2463,2467,frame_times,0.8305420279502869,0.04415730142723723,0.07716732030408957,nan,0.05584359686772641,0.23755895111132425,nan,-0.09083353198809696,-0.7741935483875589,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,32-128,96,4.44140625,2463,2467,frame_times,1.0827767848968506,0.21748934927965294,0.11419740253955789,nan,-0.4709665138470508,-1.8691021918571478,nan,0.8153241039712812,2.720652278440975,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,128-256,128,4.44140625,2463,2467,frame_times,1.5547587871551514,-0.8914309326700879,-0.8966003852423747,nan,-0.24937946537216762,-0.7844609599294101,nan,-0.6268713275172926,-2.385989010989018,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,256-512,256,4.44140625,2463,2467,frame_times,1.319263219833374,-0.9874215829461704,-19.811011258434284,nan,0.46824613606814747,44.66915989058383,nan,-0.9568204250627821,-19.53932975330312,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,0-32,32,4.796875,2463,2467,frame_times,1.309071660041809,0.17681916081742094,0.1761493844489996,nan,0.2061747331600003,0.902327232036643,nan,0.33223689628040926,1.260374394554235,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,32-128,96,4.796875,2463,2467,frame_times,1.2925875186920166,-0.5422283493231796,-1.3828636130799374,nan,0.22992434820951502,0.37188039635420844,nan,-0.09829745262093938,-0.3885589704375662,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,128-256,128,4.796875,2463,2467,frame_times,1.3544877767562866,-0.9083604653579278,-7.6850354180106155,nan,-0.42362391147765854,-0.7272717600072416,nan,-0.5883359341231379,-1.9314797153547336,nan
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,256-512,256,4.796875,2463,2467,frame_times,1.084602952003479,0.9283472750163726,1395.1573523863635,nan,-0.9093098947062142,-84.57945577317656,nan,-0.7869987240051183,-30.50674703503769,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,0-32,32,3.55078125,2844,2848,frame_times,1.0935330390930176,0.0715907197993545,0.034730727718564294,nan,-0.12779602687289807,-0.2356203498440985,nan,-0.19958320844001995,-0.15818250377073126,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,32-128,96,3.55078125,2844,2848,frame_times,2.150205373764038,-0.48577063211360194,-0.10880009135357313,nan,-0.38436058890843566,-0.2628739782338425,nan,-0.3051804871726992,-0.08997472590918022,nan
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,128-256,128,3.55078125,2844,2848,frame_times,3.095754861831665,-0.3973819437885938,-0.31204819086645724,nan,-0.525479396271612,-0.24547130189986974,nan,-0.6526703374865913,-0.18309047601365844,nan
