tag,stem,mode,observable,phase,n_steps,slope_true_per_s,slope_pred_per_s,slope_naive_per_s
unet_image_only_delta,GRA29_C20_45deg_particle1,next_frame,mean,positive_current,130,-1.7984515289979894e-06,-1.5036656336097331e-06,-1.7995116806573049e-06
unet_image_only_delta,GRA29_C20_45deg_particle1,next_frame,mean,negative_current,2794,3.085781048692451e-05,3.0844844170830974e-05,3.083991999956615e-05
unet_image_only_delta,GRA29_C20_45deg_particle1,next_frame,p95,positive_current,130,-1.5962207440836842e-06,-1.1132914595639247e-06,-1.5770110951798393e-06
unet_image_only_delta,GRA29_C20_45deg_particle1,next_frame,p95,negative_current,2794,5.096887277937159e-05,5.0985768691017334e-05,5.0949612465667554e-05
unet_image_only_delta,GRA29_C20_45deg_particle1,next_frame,bright_frac90,positive_current,130,6.568993234663773e-08,1.7413246247439888e-07,8.499191460079019e-08
unet_image_only_delta,GRA29_C20_45deg_particle1,next_frame,bright_frac90,negative_current,2794,1.1511743175138112e-05,1.1543932510290063e-05,1.1510829331512005e-05
unet_image_only_delta,GRA29_C20_45deg_particle2,next_frame,mean,positive_current,130,-1.1739652852956379e-06,-6.058914013056239e-07,-1.1740172573721532e-06
unet_image_only_delta,GRA29_C20_45deg_particle2,next_frame,mean,negative_current,2794,2.6199167912066143e-05,2.6190943179686864e-05,2.6186093039382547e-05
unet_image_only_delta,GRA29_C20_45deg_particle2,next_frame,p95,positive_current,130,3.7760041123528185e-06,9.155267494960157e-06,3.895897601042791e-06
unet_image_only_delta,GRA29_C20_45deg_particle2,next_frame,p95,negative_current,2794,4.519211695718556e-05,4.5198983689586055e-05,4.5173260052337496e-05
unet_image_only_delta,GRA29_C20_45deg_particle2,next_frame,bright_frac90,positive_current,130,-5.023099683722474e-08,-1.0425495184605093e-07,-6.134119933919376e-08
unet_image_only_delta,GRA29_C20_45deg_particle2,next_frame,bright_frac90,negative_current,2794,1.041765600354639e-05,1.0436988716386859e-05,1.0416921935595369e-05
unet_image_only_delta,GRA29_C20_45deg_particle3,next_frame,mean,positive_current,130,-2.3755506530076087e-06,-1.8412750501583655e-06,-2.389822566839469e-06
unet_image_only_delta,GRA29_C20_45deg_particle3,next_frame,mean,negative_current,2794,3.282283795937386e-05,3.281253405968891e-05,3.280711064274803e-05
unet_image_only_delta,GRA29_C20_45deg_particle3,next_frame,p95,positive_current,130,1.6564618447392059e-06,1.016055725558974e-05,1.6092501421312558e-06
unet_image_only_delta,GRA29_C20_45deg_particle3,next_frame,p95,negative_current,2794,6.955119729271142e-05,6.957143803352386e-05,6.952166505557348e-05
unet_image_only_delta,GRA29_C20_45deg_particle3,next_frame,bright_frac90,positive_current,130,-9.42358073083201e-07,-1.437490656940614e-06,-9.311183800032299e-07
unet_image_only_delta,GRA29_C20_45deg_particle3,next_frame,bright_frac90,negative_current,2794,1.105844520051928e-05,1.1057390864643665e-05,1.1054935330370819e-05
unet_image_only_delta,GRA29_C20_45deg_particle4,next_frame,mean,positive_current,130,-1.1764593538342311e-05,-1.1359462312586138e-05,-1.1900953391613548e-05
unet_image_only_delta,GRA29_C20_45deg_particle4,next_frame,mean,negative_current,2794,3.162726271033146e-05,3.1620731873237875e-05,3.160682435870868e-05
unet_image_only_delta,GRA29_C20_45deg_particle4,next_frame,p95,positive_current,130,-2.7804316708432016e-05,-2.346367223193854e-05,-2.8402472302609942e-05
unet_image_only_delta,GRA29_C20_45deg_particle4,next_frame,p95,negative_current,2794,7.124461229184384e-05,7.126548496854077e-05,7.120125444949397e-05
unet_image_only_delta,GRA29_C20_45deg_particle4,next_frame,bright_frac90,positive_current,130,-7.468720029481563e-07,-6.055108512893507e-07,-7.459017276879111e-07
unet_image_only_delta,GRA29_C20_45deg_particle4,next_frame,bright_frac90,negative_current,2794,8.233505063815039e-06,8.24015085041464e-06,8.230248866244606e-06
unet_image_only_delta,GRA29_C20_25deg_particle1,rollout,mean,negative_current,512,3.65409893384446e-07,-2.022749887242739e-05,2.325048961131679e-20
unet_image_only_delta,GRA29_C20_25deg_particle1,rollout,p95,negative_current,512,7.310052861062411e-07,-3.169113512459274e-05,-6.20013056301781e-20
unet_image_only_delta,GRA29_C20_25deg_particle1,rollout,bright_frac90,negative_current,512,8.139019526070584e-07,-2.863782645613939e-06,-6.642997031804797e-21
unet_image_only_delta,GRA29_C20_25deg_particle2,rollout,mean,negative_current,512,2.354665671830219e-07,-1.727625196540358e-05,3.321498515902399e-20
unet_image_only_delta,GRA29_C20_25deg_particle2,rollout,p95,negative_current,512,-2.4730645900888798e-06,-3.1379811172470366e-05,5.3143976254438374e-20
unet_image_only_delta,GRA29_C20_25deg_particle2,rollout,bright_frac90,negative_current,512,-3.70128145446711e-06,-3.268549102148251e-06,4.428664687869865e-21
unet_image_only_delta,GRA29_C20_25deg_particle3,rollout,mean,negative_current,512,-4.3222710213227454e-07,-1.3050930374993149e-05,1.5500326407544526e-20
unet_image_only_delta,GRA29_C20_25deg_particle3,rollout,p95,negative_current,512,-4.6809114227357486e-06,-3.395976798020961e-05,1.771465875147946e-20
unet_image_only_delta,GRA29_C20_25deg_particle3,rollout,bright_frac90,negative_current,512,-5.566149357576111e-07,-5.897193337642374e-06,1.3285994063609593e-20
unet_image_only_delta,GRA29_C20_25deg_particle4,rollout,mean,negative_current,512,-3.2073128809047886e-06,-2.094461801786644e-05,4.650097922263358e-20
unet_image_only_delta,GRA29_C20_25deg_particle4,rollout,p95,negative_current,512,-1.3223871864359145e-05,-4.122656562333654e-05,-7.085863500591784e-20
unet_image_only_delta,GRA29_C20_25deg_particle4,rollout,bright_frac90,negative_current,512,-6.284922566272294e-06,-6.185257968139533e-06,-2.2143323439349326e-21
unet_image_only_delta,GRA29_C20_45deg_particle1,rollout,mean,negative_current,487,-4.724146973201428e-07,-3.393746714307995e-05,0.0
unet_image_only_delta,GRA29_C20_45deg_particle1,rollout,p95,negative_current,487,-9.373561589182794e-07,-3.465359473490722e-05,1.9090354101516748e-20
unet_image_only_delta,GRA29_C20_45deg_particle1,rollout,bright_frac90,negative_current,487,-1.0704233749227548e-06,-1.2049903772943431e-06,7.158882788068782e-21
unet_image_only_delta,GRA29_C20_45deg_particle2,rollout,mean,negative_current,487,-2.2971232605601453e-07,-1.0027281321762603e-05,-1.2528044879120367e-20
unet_image_only_delta,GRA29_C20_45deg_particle2,rollout,p95,negative_current,487,-1.0304791328802411e-06,-2.626581544959603e-05,-6.681623935530863e-20
unet_image_only_delta,GRA29_C20_45deg_particle2,rollout,bright_frac90,negative_current,487,-1.6286107522346768e-06,-1.7079314712568076e-06,-5.965735656723984e-21
unet_image_only_delta,GRA29_C20_45deg_particle3,rollout,mean,negative_current,487,-1.417449923544496e-06,-1.4942037104392211e-05,-1.4317765576137564e-20
unet_image_only_delta,GRA29_C20_45deg_particle3,rollout,p95,negative_current,487,-2.818570080096275e-06,-3.09866294405172e-05,-9.545177050758374e-21
unet_image_only_delta,GRA29_C20_45deg_particle3,rollout,bright_frac90,negative_current,487,-1.3700851080559205e-06,-4.514518632466347e-06,0.0
unet_image_only_delta,GRA29_C20_45deg_particle4,rollout,mean,negative_current,487,-9.172341527055241e-07,-2.0021069205078764e-05,2.3862942626895936e-20
unet_image_only_delta,GRA29_C20_45deg_particle4,rollout,p95,negative_current,487,-5.803967104964865e-06,-3.882515477208584e-05,1.622680098628924e-19
unet_image_only_delta,GRA29_C20_45deg_particle4,rollout,bright_frac90,negative_current,487,-1.6752239710318365e-06,-6.394493067645425e-06,-1.1931471313447968e-21
unet_image_only_delta_anchored,GRA29_C20_25deg_particle1,rollout_anchored,mean,positive_current,486,-1.8070114445265e-05,-9.121556536752278e-05,5.740334338750175e-20
unet_image_only_delta_anchored,GRA29_C20_25deg_particle1,rollout_anchored,p95,positive_current,486,-1.2620915232312673e-05,-2.768424105759438e-05,-3.826889559166783e-20
unet_image_only_delta_anchored,GRA29_C20_25deg_particle1,rollout_anchored,bright_frac90,positive_current,486,-4.706192601666228e-06,-4.229238246322478e-06,0.0
unet_image_only_delta_anchored,GRA29_C20_25deg_particle2,rollout_anchored,mean,positive_current,486,-1.758293315093653e-05,-6.159943812736056e-06,-2.29613373550007e-19
unet_image_only_delta_anchored,GRA29_C20_25deg_particle2,rollout_anchored,p95,positive_current,486,-1.3500120864826912e-05,2.050242751477139e-05,-1.377680241300042e-18
unet_image_only_delta_anchored,GRA29_C20_25deg_particle2,rollout_anchored,bright_frac90,positive_current,486,-2.568868065646847e-06,2.201596164481063e-06,3.5877089617188594e-21
unet_image_only_delta_anchored,GRA29_C20_25deg_particle3,rollout_anchored,mean,positive_current,486,-3.0452849765266958e-05,-2.1920326624377627e-05,-2.487478213458409e-19
unet_image_only_delta_anchored,GRA29_C20_25deg_particle3,rollout_anchored,p95,positive_current,486,-2.773331645496748e-05,-8.354455348701437e-07,0.0
unet_image_only_delta_anchored,GRA29_C20_25deg_particle3,rollout_anchored,bright_frac90,positive_current,486,-3.7791443909208674e-06,-3.056063228169487e-07,2.2722156757552774e-20
unet_image_only_delta_anchored,GRA29_C20_25deg_particle4,rollout_anchored,mean,positive_current,486,-7.24523362206212e-05,-3.2545811647932082e-06,-2.1047892575417306e-19
unet_image_only_delta_anchored,GRA29_C20_25deg_particle4,rollout_anchored,p95,positive_current,486,-0.00010553476694607278,2.8295447875717314e-05,6.505712250583531e-19
unet_image_only_delta_anchored,GRA29_C20_25deg_particle4,rollout_anchored,bright_frac90,positive_current,486,-8.701299229605914e-06,6.445038982692061e-06,8.371320910677337e-21
unet_image_only_delta_anchored,GRA29_C20_45deg_particle1,rollout_anchored,mean,positive_current,486,-8.904151685296403e-06,-0.00010840139052445442,1.3393696362946118e-19
unet_image_only_delta_anchored,GRA29_C20_45deg_particle1,rollout_anchored,p95,positive_current,486,-6.127641049137314e-06,-1.4693032293347356e-05,-2.296062233647906e-19
unet_image_only_delta_anchored,GRA29_C20_45deg_particle1,rollout_anchored,bright_frac90,positive_current,486,-1.8347620021130808e-06,-2.4042241657428175e-06,-1.1958657466916176e-21
unet_image_only_delta_anchored,GRA29_C20_45deg_particle2,rollout_anchored,mean,positive_current,486,-2.4725692836030048e-06,-1.0413100974041846e-06,1.148031116823953e-19
unet_image_only_delta_anchored,GRA29_C20_45deg_particle2,rollout_anchored,p95,positive_current,486,4.10746569008205e-07,7.708516532456015e-06,-2.296062233647906e-19
unet_image_only_delta_anchored,GRA29_C20_45deg_particle2,rollout_anchored,bright_frac90,positive_current,486,-2.454136007408475e-07,7.630161674664706e-06,2.03297176937575e-20
unet_image_only_delta_anchored,GRA29_C20_45deg_particle3,rollout_anchored,mean,positive_current,486,-4.664262405220015e-05,-3.631459635024236e-06,3.6354318699425175e-19
unet_image_only_delta_anchored,GRA29_C20_45deg_particle3,rollout_anchored,p95,positive_current,486,-4.185410632329694e-05,2.0523018878933596e-05,-3.8267703894131763e-20
unet_image_only_delta_anchored,GRA29_C20_45deg_particle3,rollout_anchored,bright_frac90,positive_current,486,-4.13156515622397e-06,1.7337204885623674e-06,2.3917314933832352e-21
unet_image_only_delta_anchored,GRA29_C20_45deg_particle4,rollout_anchored,mean,positive_current,486,-3.2397967901656835e-05,-2.5513778441689872e-06,-3.8267703894131763e-20
unet_image_only_delta_anchored,GRA29_C20_45deg_particle4,rollout_anchored,p95,positive_current,486,-5.4905767322851456e-09,2.888644114895972e-05,8.418894856708988e-19
unet_image_only_delta_anchored,GRA29_C20_45deg_particle4,rollout_anchored,bright_frac90,positive_current,486,-4.966099839430361e-07,5.408800895926713e-06,5.979328733458088e-21
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,next_frame,mean,positive_current,511,-1.996702514507647e-05,-1.986671004336281e-05,-1.9835324867848408e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,next_frame,mean,negative_current,2438,4.375683031457783e-05,4.3743031677639696e-05,4.373526945865347e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,next_frame,p95,positive_current,511,-1.2962546148429928e-05,-1.2913288070842191e-05,-1.2920130688994267e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,next_frame,p95,negative_current,2438,6.419664538425853e-05,6.417583737050978e-05,6.417358680156727e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,next_frame,bright_frac90,positive_current,511,-2.044444984678814e-06,-2.031368090068754e-06,-2.0313614031843724e-06
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,next_frame,bright_frac90,negative_current,2438,1.4851539020030262e-05,1.4864908317490743e-05,1.485057496723625e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,next_frame,mean,positive_current,511,-2.0026451056343203e-05,-1.9973593308387144e-05,-1.9867175950884726e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,next_frame,mean,negative_current,2438,4.067485856519537e-05,4.066211126043121e-05,4.065865344097267e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,next_frame,p95,positive_current,511,-1.1738809591846516e-05,-1.2001842972048587e-05,-1.179225893848736e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,next_frame,p95,negative_current,2438,6.605292083484213e-05,6.60769519893927e-05,6.604180059351031e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,next_frame,bright_frac90,positive_current,511,-3.3348023656179184e-06,-3.3157604833019465e-06,-3.3186779368776486e-06
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,next_frame,bright_frac90,negative_current,2438,1.2801610168564676e-05,1.2805169469978973e-05,1.2800472338084111e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,next_frame,mean,positive_current,511,-3.2864755382220996e-05,-3.2772319136031475e-05,-3.268168609922487e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,next_frame,mean,negative_current,2438,3.552622182790272e-05,3.550744670916402e-05,3.5509250746936345e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,next_frame,p95,positive_current,511,-3.437143730079904e-05,-3.425934324258125e-05,-3.398275132352971e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,next_frame,p95,negative_current,2438,7.96740355193255e-05,7.962213887737979e-05,7.963806696279341e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,next_frame,bright_frac90,positive_current,511,-5.462551097727779e-06,-5.452217061165616e-06,-5.44525080843098e-06
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,next_frame,bright_frac90,negative_current,2438,1.0597112172129189e-05,1.059410377616617e-05,1.0593767470255353e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,next_frame,mean,positive_current,511,-8.004283920370054e-05,-7.936670642011206e-05,-7.954323266049126e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,next_frame,mean,negative_current,2438,4.3763509764405723e-05,4.375692443061862e-05,4.374501713832838e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,next_frame,p95,positive_current,511,-0.00012368450800351368,-0.000122402931323973,-0.0001226730371275991
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,next_frame,p95,negative_current,2438,8.021005037779977e-05,8.014770794223714e-05,8.017504679739006e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,next_frame,bright_frac90,positive_current,511,-1.3462353088974589e-05,-1.331169590733001e-05,-1.3390941584308185e-05
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,next_frame,bright_frac90,negative_current,2438,1.267520842172804e-05,1.2724142872792651e-05,1.2671130657177407e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,next_frame,mean,positive_current,130,-1.7984515289979894e-06,-4.387051708683269e-07,-1.7995116806573049e-06
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,next_frame,mean,negative_current,2794,3.085781048692451e-05,3.084728241607872e-05,3.083991999956615e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,next_frame,p95,positive_current,130,-1.5962207440836842e-06,-2.836361559371912e-06,-1.5770110951798393e-06
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,next_frame,p95,negative_current,2794,5.096887277937159e-05,5.095864511227961e-05,5.0949612465667554e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,next_frame,bright_frac90,positive_current,130,6.568993234663773e-08,4.4008462621402803e-07,8.499191460079019e-08
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,next_frame,bright_frac90,negative_current,2794,1.1511743175138112e-05,1.1519079108072233e-05,1.1510829331512005e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,next_frame,mean,positive_current,130,-1.1739652852956379e-06,2.4444827730380146e-06,-1.1740172573721532e-06
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,next_frame,mean,negative_current,2794,2.6199167912066143e-05,2.618701128817171e-05,2.6186093039382547e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,next_frame,p95,positive_current,130,3.7760041123528185e-06,6.010969600582467e-06,3.895897601042791e-06
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,next_frame,p95,negative_current,2794,4.519211695718556e-05,4.5177440872326396e-05,4.5173260052337496e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,next_frame,bright_frac90,positive_current,130,-5.023099683722474e-08,1.0985765086753977e-06,-6.134119933919376e-08
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,next_frame,bright_frac90,negative_current,2794,1.041765600354639e-05,1.0409376165243948e-05,1.0416921935595369e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,next_frame,mean,positive_current,130,-2.3755506530076087e-06,2.3010083203869464e-06,-2.389822566839469e-06
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,next_frame,mean,negative_current,2794,3.282283795937386e-05,3.280111563281074e-05,3.280711064274803e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,next_frame,p95,positive_current,130,1.6564618447392059e-06,-5.391780363635773e-07,1.6092501421312558e-06
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,next_frame,p95,negative_current,2794,6.955119729271142e-05,6.951323029716442e-05,6.952166505557348e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,next_frame,bright_frac90,positive_current,130,-9.42358073083201e-07,9.76404947795669e-07,-9.311183800032299e-07
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,next_frame,bright_frac90,negative_current,2794,1.105844520051928e-05,1.1056006432493761e-05,1.1054935330370819e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,next_frame,mean,positive_current,130,-1.1764593538342311e-05,-5.0037946723508025e-06,-1.1900953391613548e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,next_frame,mean,negative_current,2794,3.162726271033146e-05,3.161733141112908e-05,3.160682435870868e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,next_frame,p95,positive_current,130,-2.7804316708432016e-05,-1.568603384532514e-05,-2.8402472302609942e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,next_frame,p95,negative_current,2794,7.124461229184384e-05,7.116914835688965e-05,7.120125444949397e-05
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,next_frame,bright_frac90,positive_current,130,-7.468720029481563e-07,1.0709073798692053e-06,-7.459017276879111e-07
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,next_frame,bright_frac90,negative_current,2794,8.233505063815039e-06,8.25209422717969e-06,8.230248866244606e-06
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,rollout,mean,negative_current,512,3.65409893384446e-07,-1.1070009146633279e-05,2.325048961131679e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,rollout,p95,negative_current,512,7.310052861062411e-07,-1.1584825432886365e-05,-6.20013056301781e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle1,rollout,bright_frac90,negative_current,512,8.139019526070584e-07,-4.152730059428504e-06,-6.642997031804797e-21
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,rollout,mean,negative_current,512,2.354665671830219e-07,-1.2471454011842801e-05,3.321498515902399e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,rollout,p95,negative_current,512,-2.4730645900888798e-06,-1.6216322862383586e-05,5.3143976254438374e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle2,rollout,bright_frac90,negative_current,512,-3.70128145446711e-06,-5.561979614110029e-06,4.428664687869865e-21
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,rollout,mean,negative_current,512,-4.3222710213227454e-07,-6.4324183437255555e-06,1.5500326407544526e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,rollout,p95,negative_current,512,-4.6809114227357486e-06,-6.9460368114151705e-06,1.771465875147946e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle3,rollout,bright_frac90,negative_current,512,-5.566149357576111e-07,-3.050565259908322e-06,1.3285994063609593e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,rollout,mean,negative_current,512,-3.2073128809047886e-06,-6.530127214044594e-06,4.650097922263358e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,rollout,p95,negative_current,512,-1.3223871864359145e-05,-8.037722633695475e-06,-7.085863500591784e-20
unet_image_only_delta_rft,GRA29_C20_25deg_particle4,rollout,bright_frac90,negative_current,512,-6.284922566272294e-06,-3.00098474768759e-06,-2.2143323439349326e-21
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,rollout,mean,negative_current,487,-4.724146973201428e-07,-6.573922449235079e-06,0.0
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,rollout,p95,negative_current,487,-9.373561589182794e-07,-2.3899453936443634e-06,1.9090354101516748e-20
unet_image_only_delta_rft,GRA29_C20_45deg_particle1,rollout,bright_frac90,negative_current,487,-1.0704233749227548e-06,-2.24351695170758e-06,7.158882788068782e-21
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,rollout,mean,negative_current,487,-2.2971232605601453e-07,-1.1428101389195655e-05,-1.2528044879120367e-20
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,rollout,p95,negative_current,487,-1.0304791328802411e-06,-1.8217487346900355e-05,-6.681623935530863e-20
unet_image_only_delta_rft,GRA29_C20_45deg_particle2,rollout,bright_frac90,negative_current,487,-1.6286107522346768e-06,-3.552389967602682e-06,-5.965735656723984e-21
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,rollout,mean,negative_current,487,-1.417449923544496e-06,-7.4409100920997245e-06,-1.4317765576137564e-20
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,rollout,p95,negative_current,487,-2.818570080096275e-06,-7.540760569332073e-06,-9.545177050758374e-21
unet_image_only_delta_rft,GRA29_C20_45deg_particle3,rollout,bright_frac90,negative_current,487,-1.3700851080559205e-06,-3.231830953564516e-06,0.0
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,rollout,mean,negative_current,487,-9.172341527055241e-07,-4.383940728996488e-06,2.3862942626895936e-20
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,rollout,p95,negative_current,487,-5.803967104964865e-06,-7.576762945306742e-06,1.622680098628924e-19
unet_image_only_delta_rft,GRA29_C20_45deg_particle4,rollout,bright_frac90,negative_current,487,-1.6752239710318365e-06,-2.5190216519316255e-06,-1.1931471313447968e-21
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle1,rollout_anchored,mean,positive_current,486,-1.8070114445265e-05,3.946329886114981e-06,5.740334338750175e-20
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle1,rollout_anchored,p95,positive_current,486,-1.2620915232312673e-05,1.3618454780709374e-05,-3.826889559166783e-20
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle1,rollout_anchored,bright_frac90,positive_current,486,-4.706192601666228e-06,7.543480687373787e-06,0.0
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,mean,positive_current,486,-1.758293315093653e-05,2.5029738704367796e-06,-2.29613373550007e-19
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,p95,positive_current,486,-1.3500120864826912e-05,2.281415983125087e-06,-1.377680241300042e-18
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle2,rollout_anchored,bright_frac90,positive_current,486,-2.568868065646847e-06,2.6649675476025814e-06,3.5877089617188594e-21
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,mean,positive_current,486,-3.0452849765266958e-05,3.3879459445559746e-06,-2.487478213458409e-19
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,p95,positive_current,486,-2.773331645496748e-05,2.9807435738632294e-07,0.0
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle3,rollout_anchored,bright_frac90,positive_current,486,-3.7791443909208674e-06,3.325140440567706e-07,2.2722156757552774e-20
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,mean,positive_current,486,-7.24523362206212e-05,3.504016606857735e-07,-2.1047892575417306e-19
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,p95,positive_current,486,-0.00010553476694607278,3.916355821328128e-06,6.505712250583531e-19
unet_image_only_delta_rft_anchored,GRA29_C20_25deg_particle4,rollout_anchored,bright_frac90,positive_current,486,-8.701299229605914e-06,5.614047850834938e-07,8.371320910677337e-21
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,mean,positive_current,486,-8.904151685296403e-06,1.0383775491212369e-05,1.3393696362946118e-19
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,p95,positive_current,486,-6.127641049137314e-06,1.238679655362485e-05,-2.296062233647906e-19
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle1,rollout_anchored,bright_frac90,positive_current,486,-1.8347620021130808e-06,7.472116363900184e-06,-1.1958657466916176e-21
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,mean,positive_current,486,-2.4725692836030048e-06,-1.043866918798205e-06,1.148031116823953e-19
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,p95,positive_current,486,4.10746569008205e-07,1.8990851776934172e-06,-2.296062233647906e-19
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle2,rollout_anchored,bright_frac90,positive_current,486,-2.454136007408475e-07,1.4265074197654206e-06,2.03297176937575e-20
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,mean,positive_current,486,-4.664262405220015e-05,1.1670223304527744e-06,3.6354318699425175e-19
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,p95,positive_current,486,-4.185410632329694e-05,3.3202274649153183e-06,-3.8267703894131763e-20
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle3,rollout_anchored,bright_frac90,positive_current,486,-4.13156515622397e-06,6.297589837756175e-07,2.3917314933832352e-21
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,mean,positive_current,486,-3.2397967901656835e-05,-3.018222764542826e-08,-3.8267703894131763e-20
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,p95,positive_current,486,-5.4905767322851456e-09,5.566714090475606e-06,8.418894856708988e-19
unet_image_only_delta_rft_anchored,GRA29_C20_45deg_particle4,rollout_anchored,bright_frac90,positive_current,486,-4.966099839430361e-07,6.050961180246632e-07,5.979328733458088e-21
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,mean,positive_current,511,-1.996702514507647e-05,-1.979110056163066e-05,-1.9835324867848408e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,mean,negative_current,2438,4.375683031457783e-05,4.377112429265939e-05,4.373526945865347e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,p95,positive_current,511,-1.2962546148429928e-05,-1.291450862202918e-05,-1.2920130688994267e-05
