tag,stem,mode,observable,phase,n_steps,slope_true_per_s,slope_pred_per_s,slope_naive_per_s
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,p95,negative_current,2438,6.419664538425853e-05,6.420633663137517e-05,6.417358680156727e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,bright_frac90,positive_current,511,-2.044444984678814e-06,-2.0279765820494225e-06,-2.0313614031843724e-06
unet_img_delta_lopo,GRA29_C20_25deg_particle1,next_frame,bright_frac90,negative_current,2438,1.4851539020030262e-05,1.4893498781428953e-05,1.485057496723625e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,mean,positive_current,511,-2.0026451056343203e-05,-1.989290373105346e-05,-1.9867175950884726e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,mean,negative_current,2438,4.067485856519537e-05,4.067988273673805e-05,4.065865344097267e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,p95,positive_current,511,-1.1738809591846516e-05,-1.2230415608663986e-05,-1.179225893848736e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,p95,negative_current,2438,6.605292083484213e-05,6.607692365355926e-05,6.604180059351031e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,bright_frac90,positive_current,511,-3.3348023656179184e-06,-3.3054539944673527e-06,-3.3186779368776486e-06
unet_img_delta_lopo,GRA29_C20_25deg_particle2,next_frame,bright_frac90,negative_current,2438,1.2801610168564676e-05,1.2814983910644419e-05,1.2800472338084111e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,mean,positive_current,511,-3.2864755382220996e-05,-3.2664224367144897e-05,-3.268168609922487e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,mean,negative_current,2438,3.552622182790272e-05,3.5533085127866e-05,3.5509250746936345e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,p95,positive_current,511,-3.437143730079904e-05,-3.398970398445482e-05,-3.398275132352971e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,p95,negative_current,2438,7.96740355193255e-05,7.96615411169114e-05,7.963806696279341e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,bright_frac90,positive_current,511,-5.462551097727779e-06,-5.429631879957674e-06,-5.44525080843098e-06
unet_img_delta_lopo,GRA29_C20_25deg_particle3,next_frame,bright_frac90,negative_current,2438,1.0597112172129189e-05,1.0596421063122342e-05,1.0593767470255353e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,mean,positive_current,511,-8.004283920370054e-05,-7.961189962626558e-05,-7.954323266049126e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,mean,negative_current,2438,4.3763509764405723e-05,4.377575938698178e-05,4.374501713832838e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,p95,positive_current,511,-0.00012368450800351368,-0.0001227910907684556,-0.0001226730371275991
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,p95,negative_current,2438,8.021005037779977e-05,8.020357522655147e-05,8.017504679739006e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,bright_frac90,positive_current,511,-1.3462353088974589e-05,-1.3375408144884695e-05,-1.3390941584308185e-05
unet_img_delta_lopo,GRA29_C20_25deg_particle4,next_frame,bright_frac90,negative_current,2438,1.267520842172804e-05,1.2678050093365706e-05,1.2671130657177407e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,mean,positive_current,130,-1.7984515289979894e-06,-3.0974390481920914e-06,-1.7995116806573049e-06
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,mean,negative_current,2794,3.085781048692451e-05,3.087413510860658e-05,3.083991999956615e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,p95,positive_current,130,-1.5962207440836842e-06,-3.0191742301187597e-06,-1.5770110951798393e-06
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,p95,negative_current,2794,5.096887277937159e-05,5.0995835904614524e-05,5.0949612465667554e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,bright_frac90,positive_current,130,6.568993234663773e-08,-1.5206929912025616e-07,8.499191460079019e-08
unet_img_delta_lopo,GRA29_C20_45deg_particle1,next_frame,bright_frac90,negative_current,2794,1.1511743175138112e-05,1.153362144907842e-05,1.1510829331512005e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle2,next_frame,mean,positive_current,130,-1.1739652852956379e-06,-2.1435022867866246e-06,-1.1740172573721532e-06
unet_img_delta_lopo,GRA29_C20_45deg_particle2,next_frame,mean,negative_current,2794,2.6199167912066143e-05,2.621080628678591e-05,2.6186093039382547e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle2,next_frame,p95,positive_current,130,3.7760041123528185e-06,2.511001123513815e-06,3.895897601042791e-06
unet_img_delta_lopo,GRA29_C20_45deg_particle2,next_frame,p95,negative_current,2794,4.519211695718556e-05,4.520619326559139e-05,4.5173260052337496e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle2,next_frame,bright_frac90,positive_current,130,-5.023099683722474e-08,1.509386955875016e-08,-6.134119933919376e-08
unet_img_delta_lopo,GRA29_C20_45deg_particle2,next_frame,bright_frac90,negative_current,2794,1.041765600354639e-05,1.0409598182919422e-05,1.0416921935595369e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle3,next_frame,mean,positive_current,130,-2.3755506530076087e-06,-4.821882643866958e-06,-2.389822566839469e-06
unet_img_delta_lopo,GRA29_C20_45deg_particle3,next_frame,mean,negative_current,2794,3.282283795937386e-05,3.282630337178538e-05,3.280711064274803e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle3,next_frame,p95,positive_current,130,1.6564618447392059e-06,-1.5997076705484623e-06,1.6092501421312558e-06
unet_img_delta_lopo,GRA29_C20_45deg_particle3,next_frame,p95,negative_current,2794,6.955119729271142e-05,6.955465490258422e-05,6.952166505557348e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle3,next_frame,bright_frac90,positive_current,130,-9.42358073083201e-07,-1.766242912496081e-06,-9.311183800032299e-07
unet_img_delta_lopo,GRA29_C20_45deg_particle3,next_frame,bright_frac90,negative_current,2794,1.105844520051928e-05,1.1056951013236937e-05,1.1054935330370819e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle4,next_frame,mean,positive_current,130,-1.1764593538342311e-05,-1.43984606906004e-05,-1.1900953391613548e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle4,next_frame,mean,negative_current,2794,3.162726271033146e-05,3.1628048729749513e-05,3.160682435870868e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle4,next_frame,p95,positive_current,130,-2.7804316708432016e-05,-3.3467978459995335e-05,-2.8402472302609942e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle4,next_frame,p95,negative_current,2794,7.124461229184384e-05,7.12311433641342e-05,7.120125444949397e-05
unet_img_delta_lopo,GRA29_C20_45deg_particle4,next_frame,bright_frac90,positive_current,130,-7.468720029481563e-07,-8.672777681927384e-07,-7.459017276879111e-07
unet_img_delta_lopo,GRA29_C20_45deg_particle4,next_frame,bright_frac90,negative_current,2794,8.233505063815039e-06,8.228551052469975e-06,8.230248866244606e-06
unet_img_delta_lopo,GRA29_C20_25deg_particle1,rollout,mean,negative_current,512,3.65409893384446e-07,-3.102774264948689e-05,2.325048961131679e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle1,rollout,p95,negative_current,512,7.310052861062411e-07,-3.749009569861255e-05,-6.20013056301781e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle1,rollout,bright_frac90,negative_current,512,8.139019526070584e-07,-2.68115099938558e-06,-6.642997031804797e-21
unet_img_delta_lopo,GRA29_C20_25deg_particle2,rollout,mean,negative_current,512,2.354665671830219e-07,5.849227227632927e-06,3.321498515902399e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle2,rollout,p95,negative_current,512,-2.4730645900888798e-06,4.257826454161154e-06,5.3143976254438374e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle2,rollout,bright_frac90,negative_current,512,-3.70128145446711e-06,6.874654181527142e-06,4.428664687869865e-21
unet_img_delta_lopo,GRA29_C20_25deg_particle3,rollout,mean,negative_current,512,-4.3222710213227454e-07,3.3596208766747087e-06,1.5500326407544526e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle3,rollout,p95,negative_current,512,-4.6809114227357486e-06,4.245484523248353e-07,1.771465875147946e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle3,rollout,bright_frac90,negative_current,512,-5.566149357576111e-07,-2.4341951052161963e-07,1.3285994063609593e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle4,rollout,mean,negative_current,512,-3.2073128809047886e-06,8.579484084294069e-06,4.650097922263358e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle4,rollout,p95,negative_current,512,-1.3223871864359145e-05,6.899519417977903e-06,-7.085863500591784e-20
unet_img_delta_lopo,GRA29_C20_25deg_particle4,rollout,bright_frac90,negative_current,512,-6.284922566272294e-06,3.861182560349391e-06,-2.2143323439349326e-21
unet_img_delta_lopo,GRA29_C20_45deg_particle1,rollout,mean,negative_current,487,-4.724146973201428e-07,-1.626287225753678e-05,0.0
unet_img_delta_lopo,GRA29_C20_45deg_particle1,rollout,p95,negative_current,487,-9.373561589182794e-07,-1.611677798999523e-05,1.9090354101516748e-20
unet_img_delta_lopo,GRA29_C20_45deg_particle1,rollout,bright_frac90,negative_current,487,-1.0704233749227548e-06,-3.354225209008979e-06,7.158882788068782e-21
unet_img_delta_lopo,GRA29_C20_45deg_particle2,rollout,mean,negative_current,487,-2.2971232605601453e-07,4.776663284039947e-06,-1.2528044879120367e-20
unet_img_delta_lopo,GRA29_C20_45deg_particle2,rollout,p95,negative_current,487,-1.0304791328802411e-06,7.746148768053005e-06,-6.681623935530863e-20
unet_img_delta_lopo,GRA29_C20_45deg_particle2,rollout,bright_frac90,negative_current,487,-1.6286107522346768e-06,1.1704881908964974e-05,-5.965735656723984e-21
unet_img_delta_lopo,GRA29_C20_45deg_particle3,rollout,mean,negative_current,487,-1.417449923544496e-06,7.29599376113711e-06,-1.4317765576137564e-20
unet_img_delta_lopo,GRA29_C20_45deg_particle3,rollout,p95,negative_current,487,-2.818570080096275e-06,5.2510261610772305e-06,-9.545177050758374e-21
unet_img_delta_lopo,GRA29_C20_45deg_particle3,rollout,bright_frac90,negative_current,487,-1.3700851080559205e-06,1.95354459083621e-06,0.0
unet_img_delta_lopo,GRA29_C20_45deg_particle4,rollout,mean,negative_current,487,-9.172341527055241e-07,8.623291920155236e-06,2.3862942626895936e-20
unet_img_delta_lopo,GRA29_C20_45deg_particle4,rollout,p95,negative_current,487,-5.803967104964865e-06,3.7498569504915936e-06,1.622680098628924e-19
unet_img_delta_lopo,GRA29_C20_45deg_particle4,rollout,bright_frac90,negative_current,487,-1.6752239710318365e-06,2.8889909041492843e-06,-1.1931471313447968e-21
unet_img_delta_s2026,GRA29_C20_25deg_particle1,next_frame,mean,positive_current,511,-1.996702514507647e-05,-1.969633154276621e-05,-1.9835324867848408e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle1,next_frame,mean,negative_current,2438,4.375683031457783e-05,4.374043647111015e-05,4.373526945865347e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle1,next_frame,p95,positive_current,511,-1.2962546148429928e-05,-1.2847629490593599e-05,-1.2920130688994267e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle1,next_frame,p95,negative_current,2438,6.419664538425853e-05,6.417130223673296e-05,6.417358680156727e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle1,next_frame,bright_frac90,positive_current,511,-2.044444984678814e-06,-2.0310586383855855e-06,-2.0313614031843724e-06
unet_img_delta_s2026,GRA29_C20_25deg_particle1,next_frame,bright_frac90,negative_current,2438,1.4851539020030262e-05,1.4880213171406894e-05,1.485057496723625e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle2,next_frame,mean,positive_current,511,-2.0026451056343203e-05,-1.9767353430469694e-05,-1.9867175950884726e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle2,next_frame,mean,negative_current,2438,4.067485856519537e-05,4.066171227960821e-05,4.065865344097267e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle2,next_frame,p95,positive_current,511,-1.1738809591846516e-05,-1.2176090945914902e-05,-1.179225893848736e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle2,next_frame,p95,negative_current,2438,6.605292083484213e-05,6.603517443330551e-05,6.604180059351031e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle2,next_frame,bright_frac90,positive_current,511,-3.3348023656179184e-06,-3.3110106119516205e-06,-3.3186779368776486e-06
unet_img_delta_s2026,GRA29_C20_25deg_particle2,next_frame,bright_frac90,negative_current,2438,1.2801610168564676e-05,1.281824862693656e-05,1.2800472338084111e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle3,next_frame,mean,positive_current,511,-3.2864755382220996e-05,-3.251327230925235e-05,-3.268168609922487e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle3,next_frame,mean,negative_current,2438,3.552622182790272e-05,3.55132789069475e-05,3.5509250746936345e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle3,next_frame,p95,positive_current,511,-3.437143730079904e-05,-3.3695199857227524e-05,-3.398275132352971e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle3,next_frame,p95,negative_current,2438,7.96740355193255e-05,7.962918147767751e-05,7.963806696279341e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle3,next_frame,bright_frac90,positive_current,511,-5.462551097727779e-06,-5.409522801355458e-06,-5.44525080843098e-06
unet_img_delta_s2026,GRA29_C20_25deg_particle3,next_frame,bright_frac90,negative_current,2438,1.0597112172129189e-05,1.0592905470869183e-05,1.0593767470255353e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle4,next_frame,mean,positive_current,511,-8.004283920370054e-05,-7.925786602393565e-05,-7.954323266049126e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle4,next_frame,mean,negative_current,2438,4.3763509764405723e-05,4.375382067293538e-05,4.374501713832838e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle4,next_frame,p95,positive_current,511,-0.00012368450800351368,-0.00012166847772067521,-0.0001226730371275991
unet_img_delta_s2026,GRA29_C20_25deg_particle4,next_frame,p95,negative_current,2438,8.021005037779977e-05,8.019420087774269e-05,8.017504679739006e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle4,next_frame,bright_frac90,positive_current,511,-1.3462353088974589e-05,-1.3383081878392677e-05,-1.3390941584308185e-05
unet_img_delta_s2026,GRA29_C20_25deg_particle4,next_frame,bright_frac90,negative_current,2438,1.267520842172804e-05,1.2688880980975041e-05,1.2671130657177407e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle1,next_frame,mean,positive_current,130,-1.7984515289979894e-06,-2.0792619105484295e-06,-1.7995116806573049e-06
unet_img_delta_s2026,GRA29_C20_45deg_particle1,next_frame,mean,negative_current,2794,3.085781048692451e-05,3.084357435518313e-05,3.083991999956615e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle1,next_frame,p95,positive_current,130,-1.5962207440836842e-06,-2.7796591309750675e-06,-1.5770110951798393e-06
unet_img_delta_s2026,GRA29_C20_45deg_particle1,next_frame,p95,negative_current,2794,5.096887277937159e-05,5.095592419536254e-05,5.0949612465667554e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle1,next_frame,bright_frac90,positive_current,130,6.568993234663773e-08,8.308931579260374e-08,8.499191460079019e-08
unet_img_delta_s2026,GRA29_C20_45deg_particle1,next_frame,bright_frac90,negative_current,2794,1.1511743175138112e-05,1.153011541130025e-05,1.1510829331512005e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle2,next_frame,mean,positive_current,130,-1.1739652852956379e-06,-2.0373864675259847e-07,-1.1740172573721532e-06
unet_img_delta_s2026,GRA29_C20_45deg_particle2,next_frame,mean,negative_current,2794,2.6199167912066143e-05,2.620580991749142e-05,2.6186093039382547e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle2,next_frame,p95,positive_current,130,3.7760041123528185e-06,6.045515658361321e-06,3.895897601042791e-06
unet_img_delta_s2026,GRA29_C20_45deg_particle2,next_frame,p95,negative_current,2794,4.519211695718556e-05,4.5184737057282916e-05,4.5173260052337496e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle2,next_frame,bright_frac90,positive_current,130,-5.023099683722474e-08,8.038869597164278e-08,-6.134119933919376e-08
unet_img_delta_s2026,GRA29_C20_45deg_particle2,next_frame,bright_frac90,negative_current,2794,1.041765600354639e-05,1.042566082766331e-05,1.0416921935595369e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle3,next_frame,mean,positive_current,130,-2.3755506530076087e-06,-8.184414578749929e-07,-2.389822566839469e-06
unet_img_delta_s2026,GRA29_C20_45deg_particle3,next_frame,mean,negative_current,2794,3.282283795937386e-05,3.2827433795174345e-05,3.280711064274803e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle3,next_frame,p95,positive_current,130,1.6564618447392059e-06,6.177965511532696e-06,1.6092501421312558e-06
unet_img_delta_s2026,GRA29_C20_45deg_particle3,next_frame,p95,negative_current,2794,6.955119729271142e-05,6.955383951374893e-05,6.952166505557348e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle3,next_frame,bright_frac90,positive_current,130,-9.42358073083201e-07,-6.872796583363048e-07,-9.311183800032299e-07
unet_img_delta_s2026,GRA29_C20_45deg_particle3,next_frame,bright_frac90,negative_current,2794,1.105844520051928e-05,1.1054770792854043e-05,1.1054935330370819e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle4,next_frame,mean,positive_current,130,-1.1764593538342311e-05,-1.088533711279439e-05,-1.1900953391613548e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle4,next_frame,mean,negative_current,2794,3.162726271033146e-05,3.162451806839215e-05,3.160682435870868e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle4,next_frame,p95,positive_current,130,-2.7804316708432016e-05,-2.5570316480600733e-05,-2.8402472302609942e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle4,next_frame,p95,negative_current,2794,7.124461229184384e-05,7.122526402855437e-05,7.120125444949397e-05
unet_img_delta_s2026,GRA29_C20_45deg_particle4,next_frame,bright_frac90,positive_current,130,-7.468720029481563e-07,-3.6156025286277344e-07,-7.459017276879111e-07
unet_img_delta_s2026,GRA29_C20_45deg_particle4,next_frame,bright_frac90,negative_current,2794,8.233505063815039e-06,8.242537115738667e-06,8.230248866244606e-06
unet_img_delta_s2026,GRA29_C20_25deg_particle1,rollout,mean,negative_current,512,3.65409893384446e-07,-0.0031143330515365627,2.325048961131679e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle1,rollout,p95,negative_current,512,7.310052861062411e-07,-0.0003997548648521195,-6.20013056301781e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle1,rollout,bright_frac90,negative_current,512,8.139019526070584e-07,-3.4874496291797846e-06,-6.642997031804797e-21
unet_img_delta_s2026,GRA29_C20_25deg_particle2,rollout,mean,negative_current,512,2.354665671830219e-07,-1.1496111288694206e-05,3.321498515902399e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle2,rollout,p95,negative_current,512,-2.4730645900888798e-06,-6.174869855240513e-06,5.3143976254438374e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle2,rollout,bright_frac90,negative_current,512,-3.70128145446711e-06,-4.504238614123663e-06,4.428664687869865e-21
unet_img_delta_s2026,GRA29_C20_25deg_particle3,rollout,mean,negative_current,512,-4.3222710213227454e-07,-6.368991112431614e-06,1.5500326407544526e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle3,rollout,p95,negative_current,512,-4.6809114227357486e-06,-5.053343822325896e-06,1.771465875147946e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle3,rollout,bright_frac90,negative_current,512,-5.566149357576111e-07,-1.8432409589727889e-06,1.3285994063609593e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle4,rollout,mean,negative_current,512,-3.2073128809047886e-06,-1.445710173663624e-05,4.650097922263358e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle4,rollout,p95,negative_current,512,-1.3223871864359145e-05,2.0410926127887746e-07,-7.085863500591784e-20
unet_img_delta_s2026,GRA29_C20_25deg_particle4,rollout,bright_frac90,negative_current,512,-6.284922566272294e-06,-8.227086155892492e-07,-2.2143323439349326e-21
unet_img_delta_s2026,GRA29_C20_45deg_particle1,rollout,mean,negative_current,487,-4.724146973201428e-07,-0.023423875262239286,0.0
unet_img_delta_s2026,GRA29_C20_45deg_particle1,rollout,p95,negative_current,487,-9.373561589182794e-07,-0.0029211697321958304,1.9090354101516748e-20
unet_img_delta_s2026,GRA29_C20_45deg_particle1,rollout,bright_frac90,negative_current,487,-1.0704233749227548e-06,-2.7360325854455737e-06,7.158882788068782e-21
unet_img_delta_s2026,GRA29_C20_45deg_particle2,rollout,mean,negative_current,487,-2.2971232605601453e-07,-2.2801315069600195e-05,-1.2528044879120367e-20
unet_img_delta_s2026,GRA29_C20_45deg_particle2,rollout,p95,negative_current,487,-1.0304791328802411e-06,-1.05730218287288e-05,-6.681623935530863e-20
unet_img_delta_s2026,GRA29_C20_45deg_particle2,rollout,bright_frac90,negative_current,487,-1.6286107522346768e-06,-4.97325963986971e-06,-5.965735656723984e-21
unet_img_delta_s2026,GRA29_C20_45deg_particle3,rollout,mean,negative_current,487,-1.417449923544496e-06,-7.38240193723587e-06,-1.4317765576137564e-20
unet_img_delta_s2026,GRA29_C20_45deg_particle3,rollout,p95,negative_current,487,-2.818570080096275e-06,-1.6372903435579997e-06,-9.545177050758374e-21
unet_img_delta_s2026,GRA29_C20_45deg_particle3,rollout,bright_frac90,negative_current,487,-1.3700851080559205e-06,-7.908710068413637e-07,0.0
unet_img_delta_s2026,GRA29_C20_45deg_particle4,rollout,mean,negative_current,487,-9.172341527055241e-07,-1.3466872045217717e-05,2.3862942626895936e-20
unet_img_delta_s2026,GRA29_C20_45deg_particle4,rollout,p95,negative_current,487,-5.803967104964865e-06,-8.50275761282367e-06,1.622680098628924e-19
unet_img_delta_s2026,GRA29_C20_45deg_particle4,rollout,bright_frac90,negative_current,487,-1.6752239710318365e-06,-2.8231514906604146e-06,-1.1931471313447968e-21
unet_multichannel_delta,GRA29_C20_25deg_particle1,next_frame,mean,positive_current,511,-1.996702514507647e-05,-1.976903549338036e-05,-1.9835324867848408e-05
unet_multichannel_delta,GRA29_C20_25deg_particle1,next_frame,mean,negative_current,2438,4.375683031457783e-05,4.373050146982213e-05,4.373526945865347e-05
unet_multichannel_delta,GRA29_C20_25deg_particle1,next_frame,p95,positive_current,511,-1.2962546148429928e-05,-1.2855961644793433e-05,-1.2920130688994267e-05
unet_multichannel_delta,GRA29_C20_25deg_particle1,next_frame,p95,negative_current,2438,6.419664538425853e-05,6.410173231119786e-05,6.417358680156727e-05
unet_multichannel_delta,GRA29_C20_25deg_particle1,next_frame,bright_frac90,positive_current,511,-2.044444984678814e-06,-2.0399104317600524e-06,-2.0313614031843724e-06
unet_multichannel_delta,GRA29_C20_25deg_particle1,next_frame,bright_frac90,negative_current,2438,1.4851539020030262e-05,1.4885954708985146e-05,1.485057496723625e-05
unet_multichannel_delta,GRA29_C20_25deg_particle2,next_frame,mean,positive_current,511,-2.0026451056343203e-05,-1.977173984067761e-05,-1.9867175950884726e-05
unet_multichannel_delta,GRA29_C20_25deg_particle2,next_frame,mean,negative_current,2438,4.067485856519537e-05,4.059933620393576e-05,4.065865344097267e-05
unet_multichannel_delta,GRA29_C20_25deg_particle2,next_frame,p95,positive_current,511,-1.1738809591846516e-05,-1.1944722816364726e-05,-1.179225893848736e-05
unet_multichannel_delta,GRA29_C20_25deg_particle2,next_frame,p95,negative_current,2438,6.605292083484213e-05,6.599525527129504e-05,6.604180059351031e-05
unet_multichannel_delta,GRA29_C20_25deg_particle2,next_frame,bright_frac90,positive_current,511,-3.3348023656179184e-06,-3.3074839828884103e-06,-3.3186779368776486e-06
unet_multichannel_delta,GRA29_C20_25deg_particle2,next_frame,bright_frac90,negative_current,2438,1.2801610168564676e-05,1.2812477392016354e-05,1.2800472338084111e-05
unet_multichannel_delta,GRA29_C20_25deg_particle3,next_frame,mean,positive_current,511,-3.2864755382220996e-05,-3.257225759607339e-05,-3.268168609922487e-05
unet_multichannel_delta,GRA29_C20_25deg_particle3,next_frame,mean,negative_current,2438,3.552622182790272e-05,3.541918164524774e-05,3.5509250746936345e-05
unet_multichannel_delta,GRA29_C20_25deg_particle3,next_frame,p95,positive_current,511,-3.437143730079904e-05,-3.3789501059799965e-05,-3.398275132352971e-05
unet_multichannel_delta,GRA29_C20_25deg_particle3,next_frame,p95,negative_current,2438,7.96740355193255e-05,7.946662920067704e-05,7.963806696279341e-05
unet_multichannel_delta,GRA29_C20_25deg_particle3,next_frame,bright_frac90,positive_current,511,-5.462551097727779e-06,-5.437679520228014e-06,-5.44525080843098e-06
unet_multichannel_delta,GRA29_C20_25deg_particle3,next_frame,bright_frac90,negative_current,2438,1.0597112172129189e-05,1.0589510392645357e-05,1.0593767470255353e-05
unet_multichannel_delta,GRA29_C20_25deg_particle4,next_frame,mean,positive_current,511,-8.004283920370054e-05,-7.929326658076923e-05,-7.954323266049126e-05
unet_multichannel_delta,GRA29_C20_25deg_particle4,next_frame,mean,negative_current,2438,4.3763509764405723e-05,4.322536452264978e-05,4.374501713832838e-05
unet_multichannel_delta,GRA29_C20_25deg_particle4,next_frame,p95,positive_current,511,-0.00012368450800351368,-0.00012205914210415444,-0.0001226730371275991
unet_multichannel_delta,GRA29_C20_25deg_particle4,next_frame,p95,negative_current,2438,8.021005037779977e-05,7.934180226817458e-05,8.017504679739006e-05
unet_multichannel_delta,GRA29_C20_25deg_particle4,next_frame,bright_frac90,positive_current,511,-1.3462353088974589e-05,-1.3366923918592693e-05,-1.3390941584308185e-05
unet_multichannel_delta,GRA29_C20_25deg_particle4,next_frame,bright_frac90,negative_current,2438,1.267520842172804e-05,1.261357261139901e-05,1.2671130657177407e-05
unet_multichannel_delta,GRA29_C20_45deg_particle1,next_frame,mean,positive_current,130,-1.7984515289979894e-06,-1.2248565562426265e-06,-1.7995116806573049e-06
unet_multichannel_delta,GRA29_C20_45deg_particle1,next_frame,mean,negative_current,2794,3.085781048692451e-05,3.085865369868981e-05,3.083991999956615e-05
unet_multichannel_delta,GRA29_C20_45deg_particle1,next_frame,p95,positive_current,130,-1.5962207440836842e-06,-2.1366905126238335e-06,-1.5770110951798393e-06
unet_multichannel_delta,GRA29_C20_45deg_particle1,next_frame,p95,negative_current,2794,5.096887277937159e-05,5.095751080561337e-05,5.0949612465667554e-05
unet_multichannel_delta,GRA29_C20_45deg_particle1,next_frame,bright_frac90,positive_current,130,6.568993234663773e-08,3.8074234389792885e-08,8.499191460079019e-08
unet_multichannel_delta,GRA29_C20_45deg_particle1,next_frame,bright_frac90,negative_current,2794,1.1511743175138112e-05,1.153581043443616e-05,1.1510829331512005e-05
unet_multichannel_delta,GRA29_C20_45deg_particle2,next_frame,mean,positive_current,130,-1.1739652852956379e-06,-7.169554951331827e-07,-1.1740172573721532e-06
unet_multichannel_delta,GRA29_C20_45deg_particle2,next_frame,mean,negative_current,2794,2.6199167912066143e-05,2.6201187501067317e-05,2.6186093039382547e-05
unet_multichannel_delta,GRA29_C20_45deg_particle2,next_frame,p95,positive_current,130,3.7760041123528185e-06,8.13048575338524e-06,3.895897601042791e-06
unet_multichannel_delta,GRA29_C20_45deg_particle2,next_frame,p95,negative_current,2794,4.519211695718556e-05,4.5189659865772934e-05,4.5173260052337496e-05
